flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd header length.1,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min,label
4,2,1,37,0,37,0,18.5,26.1629509,0,0,0,0,9250000,750000,2,1.414213562,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,32,500000,250000,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,18.5,0,64,0,0,0,0,0,0,2,37,1,0,31,33304,1,32,0,0,0,0,0,0,0,0,0
69722,18,17,1377,20946,1141,0,76.5,267.9282718,2896,0,1232.117647,685.4229426,320171.5384,501.9936319,2050.647059,4440.732631,15308,2,69722,4101.294118,6050.589731,16122,2,50852,3178.25,5974.092907,15735,2,0,0,0,0,588,552,258.1681535,243.8254783,0,2896,620.0833333,771.0546534,594525.2786,0,0,0,1,0,0,0,0,0,637.8,76.5,1232.117647,588,0,0,0,0,0,0,18,1377,17,20946,65535,64,5,32,0,0,0,0,0,0,0,0,0
52,2,0,12,0,6,6,6,0,0,0,0,0,230769.2308,38461.53846,52,0,52,52,52,52,0,52,52,0,0,0,0,0,0,0,0,0,40,0,38461.53846,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63014,-1,1,20,0,0,0,0,0,0,0,0,0
14932609,3,2,18,0,6,6,6,0,0,0,0,0,1.205415611,0.33483767,3733152.25,4756571.412,10000095,36403,14932609,7466304.5,3634904.329,10036570,4896039,10036498,10036498,0,10036498,10036498,0,0,0,0,60,64,0.200902602,0.133935068,0,6,4,3.098386677,9.6,0,0,0,0,1,0,0,0,0,4.8,6,0,60,0,0,0,0,0,0,3,18,2,0,255,393,2,20,36475,0,36475,36475,10000095,0,10000095,10000095,0
6875,2,0,12,0,6,6,6,0,0,0,0,0,1745.454545,290.9090909,6875,0,6875,6875,6875,6875,0,6875,6875,0,0,0,0,0,0,0,0,0,40,0,290.9090909,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,10227,-1,1,20,0,0,0,0,0,0,0,0,0
282258,10,5,720,1295,469,0,72,147.7084215,1157,0,259,505.5412941,7138.858775,53.14286929,20161.28571,36632.38427,87911,3,282258,31362,45798.86044,100530,3,190883,47720.75,47374.70356,88638,3,0,0,0,0,332,168,35.42857953,17.71428976,0,1157,125.9375,300.2364554,90141.92917,0,0,0,1,0,0,0,0,0,134.3333333,72,259,332,0,0,0,0,0,0,10,720,5,1295,65535,114,5,32,0,0,0,0,0,0,0,0,0
69584,2,3,0,18,0,0,0,0,6,6,6,0,258.6801564,71.85559899,17396,34761.33846,69538,1,69584,69584,0,69584,69584,4,2,1.414213562,3,1,0,0,0,0,64,60,28.7422396,43.11335939,0,6,3,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0,6,64,0,0,0,0,0,0,2,0,3,18,121,0,0,32,0,0,0,0,0,0,0,0,0
69719855,2,2,110,306,58,52,55,4.242640687,180,126,153,38.18376618,5.966736448,0.057372466,23239951.67,40198440.89,69657113,30551,69689304,69689304,0,69689304,69689304,69687664,69687664,0,69687664,69687664,0,0,0,0,52,52,0.028686233,0.028686233,52,180,94.8,56.50840645,3193.2,0,0,0,0,0,0,0,0,1,118.5,55,153,52,0,0,0,0,0,0,2,110,2,306,-1,-1,1,20,32191,0,32191,32191,69657113,0,69657113,69657113,0
3997,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,7755.816863,750.5629222,1998.5,2823.477377,3995,2,3997,1998.5,2823.477377,3995,2,0,0,0,0,0,0,0,0,0,96,0,750.5629222,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0,0,0,0,0,0,0,0,0
401437,1,1,38,38,38,38,38,0,38,38,38,0,189.3198684,4.982101799,401437,0,401437,401437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.4910509,2.4910509,38,38,38,0,0,0,0,0,0,0,0,0,0,1,57,38,38,20,0,0,0,0,0,0,1,38,1,38,-1,-1,0,20,0,0,0,0,0,0,0,0,0
115426423,17,14,437,746,437,0,25.70588235,105.9880681,746,0,53.28571429,199.3768865,10.24895314,0.268569355,3847547.433,4921029.286,10203509,45,115426423,7214151.438,4629673.448,10240064,121,113579300,8736869.231,3875563.143,11267135,20743,0,0,0,0,552,456,0.147279969,0.121289386,0,746,36.96875,150.6706479,22701.64415,0,0,0,1,0,0,0,0,0,38.16129032,25.70588235,53.28571429,552,0,0,0,0,0,0,17,437,14,746,29200,340,1,32,135899.4545,308215.3139,1063757,36555,10189229.91,43610.52174,10203509,10057797,0
65425,3,3,86,7,86,0,28.66666667,49.65212315,7,0,2.333333333,4.041451884,1421.474971,91.70806267,13085,17487.51317,32309,4,33255,16627.5,22239.21538,32353,902,33116,16558,23410.89131,33112,4,0,0,0,0,108,104,45.85403133,45.85403133,0,86,13.28571429,32.16993568,1034.904762,0,0,0,1,0,0,0,0,1,15.5,28.66666667,2.333333333,108,0,0,0,0,0,0,3,86,3,7,65535,57,1,32,0,0,0,0,0,0,0,0,0
23328,1,1,49,129,49,49,49,0,129,129,129,0,7630.315501,85.73388203,23328,0,23328,23328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.86694102,42.86694102,49,129,75.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,113.5,49,129,32,0,0,0,0,0,0,1,49,1,129,-1,-1,0,32,0,0,0,0,0,0,0,0,0
5109932,12,15,888,17113,579,0,74,170.265568,2896,0,1140.866667,810.0714137,3522.747465,5.283827652,196535.8462,971860.5661,4961168,2,148761,13523.72727,13998.84758,38377,181,5086828,363344.8571,1334348.603,4999205,2,0,0,0,0,392,488,2.348367845,2.935459807,0,2896,642.8928571,805.5953096,648983.8029,0,0,0,1,0,0,0,0,1,666.7037037,74,1140.866667,392,0,0,0,0,0,0,12,888,15,17113,29200,31,3,32,0,0,0,0,0,0,0,0,0
463,1,1,50,111,50,50,50,0,111,111,111,0,347732.1814,4319.654428,463,0,463,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2159.827214,2159.827214,50,111,70.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,105.5,50,111,32,0,0,0,0,0,0,1,50,1,111,-1,-1,0,32,0,0,0,0,0,0,0,0,0
207156,6,5,498,4363,498,0,83,203.3076487,1467,0,872.6,796.6089379,23465.40771,53.10007917,20715.6,43763.97642,139439,3,207156,41431.2,74473.71527,172396,3,174294,43573.5,65941.23523,139439,50,0,0,0,0,204,168,28.96367955,24.13639962,0,1467,405.0833333,648.3819663,420399.1742,0,0,0,1,0,0,0,0,0,441.9090909,83,872.6,204,0,0,0,0,0,0,6,498,5,4363,65535,54,1,32,0,0,0,0,0,0,0,0,0
279998,6,6,352,3782,208,0,58.66666667,87.86049548,1460,0,630.3333333,677.2171488,14764.39117,42.85744898,25454.36364,39069.83582,85994,6,279998,55999.6,49771.52854,103844,490,194067,38813.4,45428.28811,89669,54,0,0,0,0,132,132,21.42872449,21.42872449,0,1460,318,533.9843943,285139.3333,0,0,0,1,0,0,0,0,1,344.5,58.66666667,630.3333333,132,0,0,0,0,0,0,6,352,6,3782,8192,60,5,20,0,0,0,0,0,0,0,0,0
5039071,7,4,617,164,517,0,88.14285714,189.9889721,152,0,41,74.05403433,154.9888858,2.182942054,503907.1,1557212.864,4935494,4,5039071,839845.1667,2035613.632,4994967,4,84045,28015,28789.91096,59954,4059,0,0,0,0,160,92,1.389144944,0.793797111,0,517,65.08333333,148.7233297,22118.62879,0,0,0,1,0,0,0,0,0,71,88.14285714,41,160,0,0,0,0,0,0,7,617,4,164,29200,30,6,20,0,0,0,0,0,0,0,0,0
30882,1,1,45,110,45,45,45,0,110,110,110,0,5019.10498,64.76264491,30882,0,30882,30882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.38132245,32.38132245,45,110,66.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,100,45,110,20,0,0,0,0,0,0,1,45,1,110,-1,-1,0,20,0,0,0,0,0,0,0,0,0
64894607,16,18,1368,5267,463,0,85.5,125.5600786,1430,0,292.6111111,469.6634764,102.2427025,0.523926434,1966503.242,10224195.41,58650421,1,64894607,4326307.133,15121896.02,58727273,4,64667586,3803975.647,14211740.32,58687135,1,0,0,0,0,332,372,0.246553616,0.277372818,0,1430,189.5714286,359.1961848,129021.8992,0,0,0,1,0,0,0,0,1,195.1470588,85.5,292.6111111,332,0,0,0,0,0,0,16,1368,18,5267,8192,368,15,20,145761.5,23886.77418,162652,128871,32188143,37423312.44,58650421,5725865,0
115431758,17,17,395,4707,305,0,23.23529412,72.62362685,1460,0,276.8823529,567.7241718,44.19927487,0.294546324,3497932.061,4751954.865,10019670,48,115431758,7214484.875,4460551.365,10042541,232,110331468,6895716.75,4794892.126,10042632,48,0,0,0,0,352,348,0.147273162,0.147273162,0,1460,145.7714286,413.3826091,170885.1815,0,0,0,1,0,0,0,0,1,150.0588235,23.23529412,276.8823529,352,0,0,0,0,0,0,17,395,17,4707,8192,4685,16,20,27508,14510.44675,71254,22871,10002648.45,5759.871619,10019670,9999689,0
60704405,14,14,991,3222,610,0,70.78571429,165.5323248,1460,0,230.1428571,517.8174399,69.40188278,0.461251535,2248311.296,4222732.765,10000551,37,60704405,4669569.615,5178392.406,10053662,157,60653397,4665645.923,5190162.807,10053287,207,0,0,0,0,292,364,0.230625768,0.230625768,0,1460,145.2758621,379.9242308,144342.4212,0,0,0,1,0,0,0,0,1,150.4642857,70.78571429,230.1428571,292,0,0,0,0,0,0,14,991,14,3222,8192,114,13,20,70063.5,46036.96066,164012,50496,10000195.33,256.657489,10000551,9999843,0
131179,10,5,842,1199,597,0,84.2,186.1682632,1061,0,239.8,462.9375768,15558.89281,114.3475709,9369.928571,15774.80877,37680,1,131179,14575.44444,21678.86114,53261,3,92731,23182.75,18646.72762,38759,1,0,0,0,0,332,168,76.23171392,38.11585696,0,1061,127.5625,290.658326,84482.2625,0,0,0,1,0,0,0,0,0,136.0666667,84.2,239.8,332,0,0,0,0,0,0,10,842,5,1199,65535,350,5,32,0,0,0,0,0,0,0,0,0
340177,6,7,474,644,314,0,79,130.3088639,485,0,92,179.6839818,3286.524368,38.21539963,28348.08333,30841.9035,87010,3,285940,57188,17605.46698,87095,40796,289257,48209.5,59121.42424,142987,3,0,0,0,0,204,232,17.63787675,20.57752288,0,485,79.85714286,148.3327119,22002.59341,0,0,0,1,0,0,0,0,1,86,79,92,204,0,0,0,0,0,0,6,474,7,644,65535,114,3,32,0,0,0,0,0,0,0,0,0
115514135,24,23,2725,11136,1448,0,113.5416667,340.3402363,1448,0,484.173913,663.4035281,119.993973,0.406876613,2511176.848,4313746.074,10024926,3,115514135,5022353.696,5017207.505,10055915,3,110590393,5026836.045,5138085.556,10055713,52,0,0,0,0,776,744,0.207766781,0.199109832,0,1448,288.7708333,546.6518297,298828.223,0,0,0,1,0,0,0,0,0,294.9148936,113.5416667,484.173913,776,0,0,0,0,0,0,24,2725,23,11136,29200,140,5,32,37784.90909,22935.70522,106938,30763,10015909.45,6836.667395,10024926,9996566,0
61258184,15,12,979,3399,568,0,65.26666667,151.8836334,1460,0,283.25,530.8692914,71.46800173,0.440757434,2356084,4277556.643,10116380,55,61258184,4375584.571,5130223.047,10200156,7347,61174175,5561288.636,5226150.623,10199960,224,0,0,0,0,312,312,0.244865241,0.195892193,0,1460,156.3571429,373.429374,139449.4974,0,0,0,1,0,0,0,0,0,162.1481481,65.26666667,283.25,312,0,0,0,0,0,0,15,979,12,3399,8192,79,14,20,188001.1667,255572.84,709687,83570,10013674.5,67955.54678,10116380,9901821,0
136812,2,2,88,195,45,43,44,1.414213562,101,94,97.5,4.949747468,2068.532,29.23720142,45604,12285.37623,59539,36336,36336,36336,0,36336,36336,59539,59539,0,59539,59539,0,0,0,0,76,64,14.61860071,14.61860071,43,101,65.2,29.60067567,876.2,0,0,0,0,0,0,0,0,1,81.5,44,97.5,76,0,0,0,0,0,0,2,88,2,195,-1,-1,1,32,0,0,0,0,0,0,0,0,0
117595795,172,0,0,0,0,0,0,0,0,0,0,0,0,1.462637333,687694.7076,2178926.857,18384156,0,117595795,687694.7076,2178926.857,18384156,0,0,0,0,0,0,0,0,0,0,0,0,1.462637333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,-1,-1,0,0,8037294.5,7213297.712,21603067,1617942,10380308,4227472.676,18384156,6509241,0
26211,1,1,48,48,48,48,48,0,48,48,48,0,3662.584411,76.3038419,26211,0,26211,26211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,38.15192095,38.15192095,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,0
29863,1,1,48,176,48,48,48,0,176,176,176,0,7500.920872,66.97250779,29863,0,29863,29863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33.48625389,33.48625389,48,176,90.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,136,48,176,20,0,0,0,0,0,0,1,48,1,176,-1,-1,0,20,0,0,0,0,0,0,0,0,0
5450912,4,2,12,0,6,0,3,3.464101615,0,0,0,0,2.20146647,1.100733235,1090182.4,1896604.468,4396227,43,5450912,1816970.667,2283294.527,4396227,54044,1000659,1000659,0,1000659,1000659,0,0,0,0,104,64,0.733822157,0.366911078,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2,3,0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0,0,0,0,0,0,0,0,0
170309,18,13,1052,10985,565,0,58.44444444,143.2029503,1418,0,845,662.5396843,70677.41576,182.0220893,5676.966667,12859.42639,37437,1,170309,10018.17647,16066.07078,37766,1,131915,10992.91667,20046.61343,55241,48,0,0,0,0,588,424,105.6902454,76.33184388,0,1418,376.15625,580.1040568,336520.7167,0,0,0,1,0,0,0,0,0,388.2903226,58.44444444,845,588,0,0,0,0,0,0,18,1052,13,10985,65535,349,6,32,0,0,0,0,0,0,0,0,0
3,2,0,247,0,216,31,123.5,130.8147545,0,0,0,0,82333333.33,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,31,216,154.3333333,106.8097998,11408.33333,0,1,0,0,1,0,0,0,0,231.5,123.5,0,40,0,0,0,0,0,0,2,247,0,0,60,-1,1,20,0,0,0,0,0,0,0,0,0
100804856,23,20,4881,13743,560,0,212.2173913,263.7564228,2920,0,687.15,734.1659267,184.7530044,0.426566752,2400115.619,7751877.4,45004970,1,100804856,4582038.909,10341945.05,45004970,62,99206046,5221370.842,11041929.53,45056410,1,0,0,0,0,472,424,0.228163612,0.19840314,0,2920,423.2727273,578.0436277,334134.4355,0,0,0,1,0,0,0,0,0,433.1162791,212.2173913,687.15,472,0,0,0,0,0,0,23,4881,20,13743,8192,145,22,20,580908.4,882975.4694,2090982,51308,19270535.4,14513664.73,45004970,10649927,0
211312,6,7,751,4835,412,0,125.1666667,162.537893,1460,2,690.7142857,667.4285765,26434.84516,61.52040585,17609.33333,35411.02872,125076,3,187522,37504.4,49932.76432,125076,664,187863,31310.5,60014.72185,150149,3,0,0,0,0,132,144,28.39403347,33.12637238,0,1460,399,555.3687618,308434.4615,0,0,0,1,0,0,0,0,1,429.6923077,125.1666667,690.7142857,132,0,0,0,0,0,0,6,751,7,4835,8192,31088,5,20,0,0,0,0,0,0,0,0,0
128314,6,6,352,3782,208,0,58.66666667,87.86049548,1460,0,630.3333333,677.2171488,32217.84061,93.52058232,11664.90909,18437.81328,40899,48,128314,25662.8,22553.47682,44861,102,87912,17582.4,21926.14189,42928,49,0,0,0,0,132,132,46.76029116,46.76029116,0,1460,318,533.9843943,285139.3333,0,0,0,1,0,0,0,0,1,344.5,58.66666667,630.3333333,132,0,0,0,0,0,0,6,352,6,3782,8192,60,5,20,0,0,0,0,0,0,0,0,0
23112013,3,3,212,403,95,45,70.66666667,25.02665246,177,93,134.3333333,42.01587002,26.60953851,0.259605254,4622402.6,9710333.129,21974311,23242,23088180,11544090,14794342.63,22005270,1082910,23081054,11540527,14788467.99,21997553,1083501,0,0,0,0,96,84,0.129802627,0.129802627,45,177,94.28571429,47.77975264,2282.904762,0,0,0,0,0,0,0,0,1,110,70.66666667,134.3333333,96,0,0,0,0,0,0,3,212,3,403,-1,-1,2,20,30959,0,30959,30959,21974311,0,21974311,21974311,0
5337630,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.248188803,0.749396268,1779210,3049677.004,5300609,27,5337630,2668815,3721918.768,5300609,37021,0,0,0,0,0,0,0,0,0,72,32,0.562047201,0.187349067,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,0
